obs_id,dataset,group_id,session_id,trial_id,window_id,dyad_id,condition,null_task,label,feature_set,K,f001,f002,f003,f004,f005,f006
G02_R001,demo_primary,G02,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.23314432097747406,1.049017701960365,0.3621451758705388,0.6748923029193954,0.2853226961616355,0.51962322921068
G02_N001,demo_primary,G02,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.33257038392589966,0.5979736426007679,0.2676744044321855,0.34349328887563546,0.49601608083861887,0.5094764977477515
G02_R002,demo_primary,G02,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.23225283635133687,0.7504450530206714,0.16397985040803076,0.8098460874493869,0.2967134052788225,1.1159453218797188
G02_N002,demo_primary,G02,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.34110330763344265,0.5106800049703446,0.1739557261867279,0.5480094281683823,0.06815199622488811,0.5345028682877072
G02_R003,demo_primary,G02,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.34122712173377767,0.740650036397836,0.6372744738790957,0.9219763146978053,0.5473170354202045,0.8755175905007124
G02_N003,demo_primary,G02,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.03146058449083493,0.6414866596973596,0.3382722332259623,0.25861550366998487,0.4516596078031975,0.43335330116785836
G02_R004,demo_primary,G02,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.5469315815542066,0.5661318423463404,0.6077148245766226,0.8878955279164652,0.32671779449985117,0.7805635826317238
G02_N004,demo_primary,G02,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.0644596242392297,0.6248413856490124,0.09661481526424126,0.7517233242809369,0.41172930059054674,0.4894021921882776
G02_R005,demo_primary,G02,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.4582788202849157,0.9200194819817685,0.986357097750448,0.7071595644099165,0.4828471999174946,0.8905344523082495
G02_N005,demo_primary,G02,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.40820166335356545,0.7010729520685169,0.4334315845958062,0.18727398086323888,0.4065214570704699,0.5500150284795844
G02_R006,demo_primary,G02,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.31548454386389096,1.0845510721139424,0.8086681903027766,1.0290326630550126,0.601561428877598,0.9236327870385913
G02_N006,demo_primary,G02,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.41418968894601244,0.6786688300988115,0.37029109295846246,0.8032821821816983,0.3834246322713864,0.3828737914628415
G02_R007,demo_primary,G02,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.3436323977843396,0.9124783028610057,0.4410699195321618,0.6058709914862561,0.26037281217644204,0.6100312751765334
G02_N007,demo_primary,G02,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.3220822953932327,0.5408424777075186,0.4435757180885673,0.44617171071856193,0.05276152236100591,0.5686766614038994
G02_R008,demo_primary,G02,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.3824045007801205,0.7239546026828294,0.48168297624551826,0.9493099960136693,0.28675581596041066,1.1708288828668105
G02_N008,demo_primary,G02,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.33607121615603175,0.6707253029000678,0.27282121431531053,0.2678982716555819,0.3242162071100526,0.6041864700866226
G02_R009,demo_primary,G02,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.5399717092050997,0.8239539275289426,1.0199673684317916,0.8434038534684818,0.17705105821540937,0.783455928895609
G02_N009,demo_primary,G02,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.17732803285622245,0.7498408457628067,0.37455201210554934,0.7454885356642388,0.3631037977910997,0.3570392832820948
G02_R010,demo_primary,G02,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.40702796717653317,0.9117753314566348,0.8703440205128228,0.9251866074756222,0.47712203712109735,0.5095061287409751
G02_N010,demo_primary,G02,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,-0.08051581685807054,0.6133505040257552,0.458004387317838,0.8852062105155163,0.3203732632055823,0.2020702790496735
G02_R011,demo_primary,G02,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.2363198964370421,1.0165184935056417,0.7657907931617762,0.7317256408463287,0.37836512008103085,0.989479304888838
G02_N011,demo_primary,G02,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.2816964671451179,1.0888819054589334,0.40221781743160184,0.34147177663845574,0.29957372133723775,0.35412277989792407
G03_R000,demo_primary,G03,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.19611956221896867,0.6365044483077139,0.9998634276954408,0.4433589109171493,0.11461545408776225,0.6209088478780351
G03_N000,demo_primary,G03,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.44358165877274863,0.5557213737474788,0.5776797438517831,0.10582786484272702,0.06563290384642131,0.3464793513233513
G03_R001,demo_primary,G03,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.4659284333457465,0.5567605282906798,1.0601426020762432,0.5950509110610265,0.47839089170746557,0.5225973182445908
G03_N001,demo_primary,G03,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.2277849055464684,0.664315388821697,0.4269395021631185,0.6661393411184894,-0.006457148281509145,0.3926656791357102
G03_R002,demo_primary,G03,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.49433127416391187,0.716202570826327,0.6408792035662919,0.708731972163818,0.22643197700279866,0.7610756279462668
G03_N002,demo_primary,G03,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.41529108891925154,0.29565466478487445,0.5309631727159546,0.6702860041260897,0.223488031880565,0.443004924207814
G03_R003,demo_primary,G03,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.2894899553074197,0.38673659720590614,0.6856060809575363,0.10174739878837577,0.5001536686298256,0.6010807769302347
G03_N003,demo_primary,G03,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.43697219341701615,0.882107206498977,0.36622374816067393,0.5389674836891525,0.20727394725874945,0.521517446952792
G03_R004,demo_primary,G03,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.4688432818592455,0.8673679634366187,0.6252166633492734,0.1924972582364091,0.5040973916225706,0.6012749361327627
G03_N004,demo_primary,G03,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,-0.09130568820653066,0.598062603835964,0.6869869364652975,0.12634451924703807,-0.15895691509822715,0.569931247482105
G03_R005,demo_primary,G03,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.5428026742022236,0.786394373283603,0.7726929940513586,0.40543326724569895,0.2840486890314489,0.7513661050418947
G03_N005,demo_primary,G03,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.5590493716889591,0.5286272667298797,0.26190992873027324,0.6285589280745135,0.17608263604179406,0.44466737492263564
G03_R006,demo_primary,G03,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.5018579377076452,0.7041411651464556,0.6159583012181168,0.3579361251412403,0.19371575178362976,0.400586877533189
G03_N006,demo_primary,G03,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.4398048339759871,0.44404325981524206,0.6046134031155629,0.6109164940860428,0.6678739818815306,0.5741859709892091
G03_R007,demo_primary,G03,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.33703181632878765,0.6377417836514001,0.6180655745766925,0.28995635349768223,0.062371607223024594,0.8176248636659588
G03_N007,demo_primary,G03,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.3030313028586441,0.4475520479782978,0.3985740766334894,0.6899051401571564,0.1915589658796131,0.2730266912085079
G03_R008,demo_primary,G03,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.4623545331686858,1.0718845408052358,0.95442263450946,0.13980251998215817,0.2095645388129988,0.383785876254896
G03_N008,demo_primary,G03,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.5249634581945029,0.7828768555550223,0.8093155391622647,0.2225436132674588,0.13508133170095274,0.07771713982744047
G03_R009,demo_primary,G03,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.23961270228272744,0.40292516783708476,0.6695260439298745,0.6314173632924808,0.40175127821701856,0.23142293794253876
G03_N009,demo_primary,G03,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.6038405254293875,0.3378073026770596,0.45597930696009836,0.49735711468585975,-0.004830372642845054,0.45817807579647385
G03_R010,demo_primary,G03,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,-0.01825202163184017,1.126664836905262,0.8271383248486308,0.4126650830554549,0.6129510157373839,0.6484503882342041
G03_N010,demo_primary,G03,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.6305666167070427,0.33990901527290185,0.4710049358228491,0.18175554741411942,0.3695607058714907,0.463163496588351
G03_R011,demo_primary,G03,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.48120497123514794,1.122332088730535,0.7926745252279863,0.34963799852867794,0.4758473179542759,0.3645760609806705
G03_N011,demo_primary,G03,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.1483090958201953,0.44808477681835523,0.6416227977824951,0.4894718672967371,0.4781718175542674,0.37892845703593964
G04_R000,demo_primary,G04,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.7141515993410519,0.7904874818173646,0.6672072708040112,0.9027798291636848,0.4142840047228283,0.5360327266446281
G04_N000,demo_primary,G04,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.3158341749518149,0.5578774663846098,0.3070534953086354,0.3874864271072588,0.7470879427784097,0.3622299676981673
G04_R001,demo_primary,G04,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.48592885186325224,0.7380224501601363,0.8875322786557576,0.7728728588360297,0.5680686684739853,0.7967530936190078
G04_N001,demo_primary,G04,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.7060869400781468,0.5084049340195917,0.6615439915338326,0.3878126292894268,0.3227908866802627,0.39676829431117455
G04_R002,demo_primary,G04,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.6154320580214422,0.9390457353256038,0.20055853564812043,0.6075640561801073,0.8518997560623562,0.8938871948963084
G04_N002,demo_primary,G04,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.2672022781290487,0.9180425778434015,0.5621660029651975,0.5211725456554482,0.813728918746222,0.5253254952742705
G04_R003,demo_primary,G04,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.7773405997685846,0.6053371504109842,0.5924714472002137,0.5904510719871764,0.7404009695710119,0.6846380834575724
G04_N003,demo_primary,G04,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.25691528637815886,0.39555677641783504,0.6048512323857177,0.3094541365800687,0.29126020953073506,0.5248236880842201
G04_R004,demo_primary,G04,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.5093614674247695,0.4457995748125613,0.3361656431768765,0.7401910374521398,0.44194236330477027,0.5043300014107849
G04_N004,demo_primary,G04,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.2532785313861842,0.16831162035079725,0.4444817701663245,0.8016242892392671,0.8106341567177259,0.5178804218562486
G04_R005,demo_primary,G04,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.43621782484523247,0.6745866653906497,0.49725575555532414,0.4186698199239902,0.754989559179973,0.512546119183918
G04_N005,demo_primary,G04,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.5632903771890788,0.7314087195776638,0.36238446869280533,0.41804678245866234,0.34557849066353374,0.7125710849405513
G04_R006,demo_primary,G04,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.3210328617919752,0.42110623718301143,0.5394387516933375,0.5361776578846335,0.2231275656929843,0.7156058791830958
G04_N006,demo_primary,G04,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.7478833651374596,0.5982575403007623,0.5124692047714016,0.3877256841772833,0.5486395099270939,0.30758560025462234
G04_R007,demo_primary,G04,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.7550935950311146,0.8840693709427465,0.579687551102086,0.6865822829648384,0.38356536766736066,0.5245920726829418
G04_N007,demo_primary,G04,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.5576431168246115,0.7362509244843698,0.503776660387028,0.3171728670187569,0.42067629131178064,0.5765228052172271
G04_R008,demo_primary,G04,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.6337582311326618,0.48168306003201766,0.45187106213144373,0.21874797816513816,0.6406903142126759,0.8996177658246663
G04_N008,demo_primary,G04,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.2753113448172087,0.4157065125419416,0.3504792484038976,0.35111675813866655,0.5723268018801414,0.4902017335772103
G04_R009,demo_primary,G04,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,1.0800710721448716,0.7427100458252935,0.6972682880969504,0.7005714778793164,0.736927432068124,0.8005373924860769
G04_N009,demo_primary,G04,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.25613112562565743,0.5582221799941522,0.41093579171127936,0.7842824179201087,0.4863039552778386,0.40015322152083777
G04_R010,demo_primary,G04,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.6431502586047554,0.7375832409332238,0.60968406855931,0.6230871054360747,1.0669363756628514,0.5183442916463661
G04_N010,demo_primary,G04,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.6404900116560838,0.7090881927122038,0.7855227936519678,0.5745600147437341,0.543400939424888,0.28067504494545215
G04_R011,demo_primary,G04,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.4976029288767672,0.880146004867423,0.3963293197369958,0.5644930613480675,0.7511947801156335,0.9776826049965371
G04_N011,demo_primary,G04,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.580576297477813,0.7402391959597678,0.7262955542261197,0.7650117450029839,0.6079550295147332,0.427185911636757
G05_R000,demo_primary,G05,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.7160403826796846,0.29338571416572606,0.8954807699054156,0.7753636686745771,0.4283220755783041,0.8597677509318404
G05_N000,demo_primary,G05,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.7596682097484833,0.5431061894600032,0.5033748040802786,0.5745038263572674,0.271193142452033,0.39822486284542913
G05_R001,demo_primary,G05,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.6674026843336456,0.3996700105764796,0.8190004927913965,0.7972639353295736,0.3326484301471159,0.7923140633246294
G05_N001,demo_primary,G05,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.706297149528003,0.527258957671819,0.3651586523594673,0.3849802447019941,0.24229413022482432,0.5095171589632386
G05_R002,demo_primary,G05,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.706269320657186,0.27520666385977055,0.8488630476529255,0.6931892415830705,0.3664883887279991,1.0235531757572358
G05_N002,demo_primary,G05,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.5708267719956286,0.29689863874170974,0.5599056699544602,0.5508194123643652,0.20734626555508245,0.5703572981661021
G05_R003,demo_primary,G05,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.4608416820598014,-0.048831135397472886,0.4762627265097902,0.6730133409376593,0.4403589017137647,0.5407744588239904
G05_N003,demo_primary,G05,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.4147983437399225,0.370049076685098,0.5168155073633959,0.6429974011259407,0.7085267564177143,0.5762284200783118
G05_R004,demo_primary,G05,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.8601156939537511,0.393003575191936,0.7090969598060726,0.8371264800719433,0.9309383000369471,0.5326021712140492
G05_N004,demo_primary,G05,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.6486626571697105,0.20430635011058143,0.7139162412074425,0.4059026520943194,0.3778839015711714,0.7346901150690557
G05_R005,demo_primary,G05,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.7443455483291876,0.38517338800215634,0.9511568570114182,1.1159302269586133,0.46971655752092406,0.5293773966814178
G05_N005,demo_primary,G05,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.3302164298926773,0.018708868457813915,0.11581839158413497,0.27209624666612775,0.49327009953387496,0.6656054853431841
G05_R006,demo_primary,G05,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,1.0136973515461378,0.6782857009478398,0.23567612518855235,0.686377126710338,0.8186589454399011,0.6149337617884043
G05_N006,demo_primary,G05,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.8099518160970933,0.35774264271569767,0.43961867168656954,0.5753483220469771,0.18683087581647817,0.882864192139557
G05_R007,demo_primary,G05,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,1.1517851594153663,0.20471869845072566,0.6753927291032404,1.1653587760392206,0.44957063702996797,0.487156020417961
G05_N007,demo_primary,G05,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.5143691396035104,-0.07803372699212127,0.3536688598275126,0.7986630774886524,0.4507755761382313,0.3492149582370373
G05_R008,demo_primary,G05,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.8753246601719158,0.46517644908597827,0.6364644356524527,0.7492021967577328,0.30589373217739396,0.6884800458357976
G05_N008,demo_primary,G05,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.6423585804871625,0.2337154955422985,0.5668471376280828,0.5580779370640138,0.4427756025551751,0.7336577493381291
G05_R009,demo_primary,G05,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.586406101408605,0.2752898526272252,0.5889056862204287,0.9958785009663509,0.31013548615232295,0.9236692725250257
G05_N009,demo_primary,G05,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.7127323539745611,0.10636994398416699,0.36877268362220383,0.8034772562192068,0.6349634386327346,0.587723153758188
