obs_id,dataset,group_id,session_id,trial_id,window_id,dyad_id,condition,null_task,label,feature_set,K,f001,f002,f003,f004
G02_N000,demo_primary,G02,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.3278103420530904,0.5144820999974974,0.31752082558318684,0.591656056042712
G02_R001,demo_primary,G02,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.41297029751002473,0.9017890698038494,0.637301211734175,0.514970926383029
G02_N001,demo_primary,G02,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.6367010016977713,0.6185348234921753,0.18157176994369462,0.5879281874726299
G02_R002,demo_primary,G02,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.7175840080822915,0.8163128244203869,0.49187365091029933,0.6166386591978985
G02_N002,demo_primary,G02,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.4577087244064749,0.7147687835744859,0.4349715075675889,0.3983732047064432
G02_R003,demo_primary,G02,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.28042210218083496,0.5477833458474187,0.9720913660199486,0.582178810696085
G02_N003,demo_primary,G02,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.24664383441545135,0.4384940713914985,0.30406561943153143,0.005717796558166052
G02_R004,demo_primary,G02,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.4197536450460322,0.9691937701243712,0.6593480890371506,0.4108401057929213
G02_N004,demo_primary,G02,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.5296976661069758,0.6673878037167404,0.4130062099507012,0.6092877412689772
G02_R005,demo_primary,G02,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.38808413641448014,0.5741650232515498,0.9503981464788719,0.16177177979337107
G02_N005,demo_primary,G02,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.4272962347586147,0.47487731802698324,0.2808405786171304,0.22314489009897806
G02_R006,demo_primary,G02,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.6755470273059261,0.5780640466241199,0.6054862380597785,0.8009728268624499
G02_N006,demo_primary,G02,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.6420030867983246,0.6858879485799735,0.8367181314648215,0.3391632654915293
G02_R007,demo_primary,G02,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.48505527891625416,0.7257635599949888,0.6312077057650408,0.5835266658828053
G02_N007,demo_primary,G02,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.5603520644007454,0.5105210998818964,0.21230137955737632,0.19902682728084223
G02_R008,demo_primary,G02,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.7723186085850332,0.635242839638371,0.7678892297194047,1.003334288046131
G02_N008,demo_primary,G02,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.35396939125529675,0.20287617485844148,0.25418695823552917,0.39597174506898913
G02_R009,demo_primary,G02,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.5269302387919136,0.6492760415822669,0.31805668801985054,0.34804230109325396
G02_N009,demo_primary,G02,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.4770310017021659,0.4299923079629281,0.48632513024606183,0.38860686234657926
G02_R010,demo_primary,G02,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.6113942448542442,0.49627535311287607,0.6108004734773306,0.6223951318292755
G02_N010,demo_primary,G02,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.3003684991560195,0.5887040734875585,0.3139654440480497,0.6633592899985221
G02_R011,demo_primary,G02,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.4247143454168348,0.8380976145274325,0.5622402162239672,0.4924182395369513
G02_N011,demo_primary,G02,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.6007583735383525,0.5497411421730136,0.09174247494194031,0.34350220180187996
G03_R000,demo_primary,G03,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.7811223050270802,0.4903756478454329,0.5371643657435421,0.7036913745129023
G03_N000,demo_primary,G03,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.36200169384747677,0.3394576833216871,0.5652008335901366,0.307559140454427
G03_R001,demo_primary,G03,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.7329285380494215,0.1002545297451661,0.548990393296447,0.6982925650049888
G03_N001,demo_primary,G03,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.4777594164571763,0.8354037304885553,0.9267743305527282,0.3737156121328584
G03_R002,demo_primary,G03,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.36599600480528627,0.23576053036132744,0.7328578530901825,0.7077560991931267
G03_N002,demo_primary,G03,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.3404128783271162,0.17242447474894626,0.7863607390629883,0.6144893541862594
G03_R003,demo_primary,G03,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.45962210648670204,0.7402622069780518,0.7587263878992184,0.3586906412507966
G03_N003,demo_primary,G03,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.5492961351271898,0.5729732311937941,0.5745916970281417,0.5894147559075652
G03_R004,demo_primary,G03,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.5722174008424007,0.5367638257149421,0.8572017174576083,0.6601872246890582
G03_N004,demo_primary,G03,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.12446765531023224,0.31286897583751383,0.962186458423788,0.6635158265012447
G03_R005,demo_primary,G03,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.6473483367624318,0.19861030710214467,0.8362153655009472,0.387484121931242
G03_N005,demo_primary,G03,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.5248986258082072,0.20713391305221812,0.3162584928973064,0.7626164683556937
G03_R006,demo_primary,G03,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.5285239267814869,0.339858218704038,0.6297429543621254,0.6194436198828362
G03_N006,demo_primary,G03,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.5821348929529181,0.2600656831053606,0.7785486826000946,0.6628579954423979
G03_R007,demo_primary,G03,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.3972922566194148,0.4529623752350888,0.7351533550959469,0.8960083913939187
G03_N007,demo_primary,G03,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.3509406391893027,0.6708441140944306,0.7484415524049728,0.28755259526041255
G03_R008,demo_primary,G03,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.6542410734027947,0.7448854476121494,0.7835938145727939,0.5296559415457294
G03_N008,demo_primary,G03,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.3801536936972854,0.6808937319931851,0.8281499660144263,0.5008998762463208
G03_R009,demo_primary,G03,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.5505167051364134,0.3204339305640612,0.7846562721767071,0.7138550329296771
G03_N009,demo_primary,G03,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.20328324865765374,0.21707482921491827,0.7905517345143236,0.3807602924606244
G03_R010,demo_primary,G03,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.8672414595915834,0.4864593042104494,0.9089344094074092,0.6775390885365858
G03_N010,demo_primary,G03,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.26769573650112377,-0.13256215534460902,0.5929166293341038,0.24607608347846976
G03_R011,demo_primary,G03,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.6076106180318154,0.5752400491476959,1.0530102961120513,0.7063672927021138
G03_N011,demo_primary,G03,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.44410645261800874,0.8334040144955188,0.28308851748807295,0.4477737891631087
G04_R000,demo_primary,G04,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.7079869788298838,0.28170518433606706,0.3987584712613517,0.6208229558110214
G04_N000,demo_primary,G04,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.6504029404647,0.5355526932444288,0.46391509496057237,0.520301852872098
G04_R001,demo_primary,G04,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.2970695475420259,0.23772467416306436,0.7832641880743053,0.38114435227369853
G04_N001,demo_primary,G04,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.851350579998924,0.14958841123750619,0.5353035205753577,0.29287960576874533
G04_R002,demo_primary,G04,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.6619869652586643,0.5106103600023697,0.5042466394319863,0.754794698996019
G04_N002,demo_primary,G04,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.0695340959385377,0.17150362046573495,0.4978809074391611,0.7823817502728502
G04_R003,demo_primary,G04,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.7835845711196807,0.4054928614414568,1.134773471645376,0.7018545939959542
G04_N003,demo_primary,G04,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.7155532898339465,0.20112792586403547,0.44958314712785624,0.4893934203799448
G04_R004,demo_primary,G04,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.7037342842800993,0.5650577988757458,0.5647143531603017,0.730167595753548
G04_N004,demo_primary,G04,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.3456528102769244,0.6754722346349264,0.2802554490870194,0.26420792628868456
G04_R005,demo_primary,G04,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.9964572616785512,0.3900763662597613,0.7609139018964121,0.4916303546838064
G04_N005,demo_primary,G04,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.1681642732885906,0.24173505200433285,0.7430895774317091,0.402173183335519
G04_R006,demo_primary,G04,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.46832882742005605,0.4109181697960329,0.5234678702310055,0.8042222962714268
G04_N006,demo_primary,G04,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.6767032838289703,0.2737103079230051,0.26930932212636916,0.04998274752029688
G04_R007,demo_primary,G04,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.6131802729528988,0.4449418265238364,0.46793642423767823,0.5107908765591607
G04_N007,demo_primary,G04,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.5228905972094479,0.38812915437347795,0.5843094033709781,0.7068687594741918
G04_R008,demo_primary,G04,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.40190407767775277,0.4490826785194506,0.23307847193954356,0.27489350909497373
G04_N008,demo_primary,G04,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.6751708496028282,0.5890906438194733,0.6764542492470815,0.5610684946993145
G04_R009,demo_primary,G04,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.46185897372519147,0.2580211491603413,0.5263244275949777,0.5480901499070018
G04_N009,demo_primary,G04,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.47527520643912985,0.09651375844958329,0.3442694532510906,0.7059106242738001
G04_R010,demo_primary,G04,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.7555298243318707,0.5007720678196864,0.4897771403250879,0.6320739641608474
G04_N010,demo_primary,G04,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.2897865021806292,0.44605552872895793,0.3091317984517013,0.5749523955958757
G04_R011,demo_primary,G04,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.822012135486635,0.38300943403107046,0.5870088393424041,0.5772079513316245
G04_N011,demo_primary,G04,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.4641182452343372,0.4930141298311602,0.6177505227960556,0.7129755382446183
G05_R000,demo_primary,G05,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.7958369724390504,0.4361929741676376,0.7981754735720765,0.23063689595501596
G05_N000,demo_primary,G05,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.2896675191308237,0.6195378270960762,0.5227056043234984,0.8126136931032351
G05_R001,demo_primary,G05,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.7982507507773998,0.42462687453689796,0.7971353016413703,0.6254677312278096
G05_N001,demo_primary,G05,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.3757060903075375,0.3777454946254758,0.34169932008936543,0.19630402871001065
G05_R002,demo_primary,G05,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.5086847983195966,0.6087346202719841,0.33458651054288274,0.5461257779457739
G05_N002,demo_primary,G05,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.8846356440794743,0.16718109712360824,0.28030538381895076,0.29228541029813904
G05_R003,demo_primary,G05,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.6195173384372213,0.28607927997588245,0.8136133335233995,0.6585147082305719
G05_N003,demo_primary,G05,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.2624803290351019,0.3303016036710738,0.6544740104408724,0.7488804156829001
G05_R004,demo_primary,G05,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.6667713824087471,0.5483418866030983,0.7741271807560459,0.5887706407272929
G05_N004,demo_primary,G05,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.2566343097118233,0.24631931749036884,0.7514699709485075,0.5074979867711471
G05_R005,demo_primary,G05,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.48325655685963886,0.3331899500060882,0.46339184767096087,0.6647234150536208
G05_N005,demo_primary,G05,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.4323010889151307,0.47169720817589395,0.7465726867636823,0.6282569514105378
G05_R006,demo_primary,G05,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,1.0057423653963273,0.6088370342426702,0.8313969157110259,0.9192146969265093
G05_N006,demo_primary,G05,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.39014938159431733,0.5786505381938405,0.5170415792926658,0.3259308834886589
G05_R007,demo_primary,G05,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.4675372295061834,0.6069831281298391,0.7999905959682194,0.6526555029068232
G05_N007,demo_primary,G05,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.6048208478862778,0.44260066345243637,0.7179335809039442,0.5948247569942313
G05_R008,demo_primary,G05,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.40306804748928576,0.4199627835814158,0.8700426493407662,0.6775799439373392
G05_N008,demo_primary,G05,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.2466398930206653,0.49490918263548817,0.5759672110430083,0.5581738342259985
G05_R009,demo_primary,G05,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.5672010901042988,0.291681172417019,0.775974307758402,0.662217316190615
G05_N009,demo_primary,G05,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.42062947223540426,0.4462167246693994,0.7044281074470301,0.5842707185110785
G05_R010,demo_primary,G05,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.5222680439453856,0.4026085174785172,0.6308350093605244,0.37891464066269215
G05_N010,demo_primary,G05,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.4268178442872226,0.27199598367032646,0.8238402794994194,0.6899701875768995
G05_R011,demo_primary,G05,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.600764275696553,0.48206375981294114,0.35161296566671985,0.37132347496507123
G05_N011,demo_primary,G05,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.6306324350515751,0.2406231510752968,0.6267194567921688,0.37060800350659956
G06_R000,demo_primary,G06,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.6993562563482701,0.5061697284388289,0.7890052607496929,0.5304412849637333
G06_N000,demo_primary,G06,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.579136438556168,0.4414142676989954,0.3057215544263389,0.30281899452712635
G06_R001,demo_primary,G06,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,1.0662341902470711,0.7054221123652354,0.7247264360424326,0.8897348896176235
G06_N001,demo_primary,G06,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.4820227427180835,0.542624911295229,0.2651226738936904,0.12712530619885404
G06_R002,demo_primary,G06,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.8696813633049202,0.8672265240209677,0.5582284527284649,0.6276497204152869
G06_N002,demo_primary,G06,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.29792748258056334,0.6537766491594078,0.289356839208251,0.38594414035038255
G06_R003,demo_primary,G06,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.6044569309521678,0.4199435974015523,0.5840662831801633,0.16988060384814307
G06_N003,demo_primary,G06,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.3919489932838756,0.5545716713669867,0.15167736223234862,0.3794789077331659
G06_R004,demo_primary,G06,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.4621759267884388,0.49461913724183487,0.5861556552518007,0.3882797749561705
G06_N004,demo_primary,G06,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.797500048754762,0.41905668030399423,0.3873372657101279,0.29449312490629326
G06_R005,demo_primary,G06,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.5241203496293617,0.9131415816203502,0.756808167907671,0.29237063043334344
G06_N005,demo_primary,G06,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.3602538761113794,0.37694012610535976,0.6542514268536698,0.5883475555759494
G06_R006,demo_primary,G06,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.7716206824968839,0.3183378147250388,0.5159230058717807,0.4123996122102306
G06_N006,demo_primary,G06,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.25725150149496934,0.44292996938034646,0.44150228853967033,0.4909959745740263
G06_R007,demo_primary,G06,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.9469436378192088,0.6900805970670638,0.2275202344419184,0.47893381437625515
G06_N007,demo_primary,G06,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.6201362672270018,0.3987855932810652,-0.10434990674984959,0.2209147790144586
G06_R008,demo_primary,G06,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.6496527687918691,1.008953879398529,0.36260561347830406,0.3451583180880202
G06_N008,demo_primary,G06,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.16425281291171462,0.520004045400398,0.6416366509498146,0.4412731926068098
G06_R009,demo_primary,G06,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.7508046764167868,0.8344178705660409,0.9274470988922374,0.46131970713959414
G06_N009,demo_primary,G06,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.37877401364671714,0.8109241088126949,0.6628184421063352,0.5816982738323282
G06_R010,demo_primary,G06,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.49939329046906544,0.8962603575535466,0.4823404877218367,0.4026780438814136
G06_N010,demo_primary,G06,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.7088127353726734,0.6597256484308492,0.4407182950240672,0.4242343727152352
G06_R011,demo_primary,G06,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.8175248981540933,0.6441526580458093,0.28338173018545704,0.43381304002123244
G06_N011,demo_primary,G06,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.5956587235786773,0.8989515801558039,0.5535369712762951,0.19421033115694902
G07_R000,demo_primary,G07,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.5125620491222964,0.8926688123332491,0.6829132171141444,0.6609163345606592
G07_N000,demo_primary,G07,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.21520494184637895,0.39285696455447006,0.6848668065174375,0.4496187630386958
G07_R001,demo_primary,G07,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.5509200478148586,0.6053793081059201,0.8095799750261367,0.44722087315303605
